image_path,plate_text,region,plate_type
plates/Belarus/9085CK-6.png,9085CK-6,BY,standard
plates/Belarus/0009PK-2.png,0009PK-2,BY,standard
plates/Belarus/9091CK-4.png,9091CK-4,BY,standard
plates/Belarus/0015TP-4.png,0015TP-4,BY,standard
plates/Belarus/0015TX-3.png,0015TX-3,BY,standard
plates/Belarus/9062OX-1.png,9062OX-1,BY,standard
plates/Belarus/0035BE-6.png,0035BE-6,BY,standard
plates/Belarus/0021BA-7.png,0021BA-7,BY,standard
plates/Belarus/9087XI-4.png,9087XI-4,BY,standard
plates/Belarus/7874KE-5.png,7874KE-5,BY,standard
plates/Belarus/7902ET-2.png,7902ET-2,BY,standard
plates/Belarus/9064IH-4.png,9064IH-4,BY,standard
plates/Georgia/XR-824-SV.png,XR-824-SV,GE,square
plates/Georgia/UT-618-NW.png,UT-618-NW,GE,square
plates/Georgia/XB-301-MR.png,XB-301-MR,GE,square
plates/Georgia/RW-140-YE.png,RW-140-YE,GE,square
plates/Georgia/JE-781-OB.png,JE-781-OB,GE,square
plates/Georgia/DG-242-GX.png,DG-242-GX,GE,square
plates/Georgia/MC-358-ID.png,MC-358-ID,GE,square
plates/Georgia/AU-284-EI.png,AU-284-EI,GE,square
plates/Georgia/ZT-689-VA.png,ZT-689-VA,GE,square
plates/Georgia/LG-208-HX.png,LG-208-HX,GE,square
plates/Georgia/EB-802-RF.png,EB-802-RF,GE,square
plates/Georgia/GN-774-FM.png,GN-774-FM,GE,square
plates/Georgia/LC-836-MT.png,LC-836-MT,GE,square
plates/Georgia/FR-320-AP.png,FR-320-AP,GE,square
plates/Georgia/OO-942-JZ.png,OO-942-JZ,GE,square
plates/Georgia/RJ-346-GC.png,RJ-346-GC,GE,square
plates/Georgia/XS-958-WA.png,XS-958-WA,GE,square
plates/Georgia/OT-429-UX.png,OT-429-UX,GE,square
plates/Georgia/TV-729-XG.png,TV-729-XG,GE,square
plates/Georgia/PT-454-ZS.png,PT-454-ZS,GE,square
plates/Georgia/GV-490-BE.png,GV-490-BE,GE,square
plates/Georgia/PD-677-NA.png,PD-677-NA,GE,square
plates/Georgia/RN-345-JU.png,RN-345-JU,GE,square
plates/Georgia/AK-881-QM.png,AK-881-QM,GE,square
plates/Georgia/UL-696-AD.png,UL-696-AD,GE,standard
plates/Georgia/LN-818-KK.png,LN-818-KK,GE,standard
plates/Georgia/FR-643-IY.png,FR-643-IY,GE,standard
plates/Georgia/ZD-817-ES.png,ZD-817-ES,GE,standard
plates/Georgia/YA-547-EI.png,YA-547-EI,GE,standard
plates/Georgia/RV-826-YY.png,RV-826-YY,GE,standard
plates/Georgia/HL-595-BF.png,HL-595-BF,GE,standard
plates/Georgia/CY-717-XE.png,CY-717-XE,GE,standard
plates/Georgia/OE-275-PI.png,OE-275-PI,GE,standard
plates/Georgia/GO-790-II.png,GO-790-II,GE,standard
plates/Georgia/AR-315-KL.png,AR-315-KL,GE,standard
plates/Georgia/PE-661-RS.png,PE-661-RS,GE,standard
plates/Georgia/ZC-683-CO.png,ZC-683-CO,GE,standard
plates/Georgia/CR-629-SY.png,CR-629-SY,GE,standard
plates/Georgia/WW-837-GE.png,WW-837-GE,GE,standard
plates/Georgia/ZM-159-GF.png,ZM-159-GF,GE,standard
plates/Georgia/RM-230-YG.png,RM-230-YG,GE,standard
plates/Georgia/MH-569-FN.png,MH-569-FN,GE,standard
plates/Georgia/QJ-142-CU.png,QJ-142-CU,GE,standard
plates/Georgia/PK-844-FN.png,PK-844-FN,GE,standard
plates/Georgia/RZ-456-TJ.png,RZ-456-TJ,GE,standard
plates/Georgia/JM-328-ZN.png,JM-328-ZN,GE,standard
plates/Georgia/VO-112-ER.png,VO-112-ER,GE,standard
plates/Georgia/UW-114-BO.png,UW-114-BO,GE,standard
plates/Kyrgyzstan/09536FSX.png,09536FSX,KG,square
plates/Kyrgyzstan/10204FGM.png,10204FGM,KG,square
plates/Kyrgyzstan/04614PNJ.png,04614PNJ,KG,square
plates/Kyrgyzstan/09903NVA.png,09903NVA,KG,square
plates/Kyrgyzstan/10352HQT.png,10352HQT,KG,square
plates/Kyrgyzstan/09534IAZ.png,09534IAZ,KG,square
plates/Kyrgyzstan/10419XSS.png,10419XSS,KG,square
plates/Kyrgyzstan/09709ZNC.png,09709ZNC,KG,square
plates/Kyrgyzstan/05387FHX.png,05387FHX,KG,square
plates/Kyrgyzstan/06233HOS.png,06233HOS,KG,square
plates/Kyrgyzstan/08288TDO.png,08288TDO,KG,square
plates/Kyrgyzstan/07278NVX.png,07278NVX,KG,square
plates/Kyrgyzstan/03189XDS.png,03189XDS,KG,square
plates/Kyrgyzstan/02295XUK.png,02295XUK,KG,square
plates/Kyrgyzstan/02274KRR.png,02274KRR,KG,square
plates/Kyrgyzstan/04270ZAV.png,04270ZAV,KG,square
plates/Kyrgyzstan/07756NTG.png,07756NTG,KG,square
plates/Kyrgyzstan/05621FVR.png,05621FVR,KG,square
plates/Kyrgyzstan/05571HRG.png,05571HRG,KG,square
plates/Kyrgyzstan/05151IPD.png,05151IPD,KG,square
plates/Kyrgyzstan/07880IRX.png,07880IRX,KG,square
plates/Kyrgyzstan/06292OYD.png,06292OYD,KG,square
plates/Kyrgyzstan/03331GHB.png,03331GHB,KG,square
plates/Kyrgyzstan/06210JGU.png,06210JGU,KG,square
plates/Kyrgyzstan/C4653KH.png,C4653KH,KG,standard
plates/Kyrgyzstan/I0545BM.png,I0545BM,KG,standard
plates/Kyrgyzstan/O1150CO.png,O1150CO,KG,standard
plates/Kyrgyzstan/S4080HB.png,S4080HB,KG,standard
plates/Kyrgyzstan/H8712OP.png,H8712OP,KG,standard
plates/Kyrgyzstan/Z9922KC.png,Z9922KC,KG,standard
plates/Kyrgyzstan/C9291HY.png,C9291HY,KG,standard
plates/Kyrgyzstan/S0803HH.png,S0803HH,KG,standard
plates/Kyrgyzstan/S3402AB.png,S3402AB,KG,standard
plates/Kyrgyzstan/C9404AY.png,C9404AY,KG,standard
plates/Kyrgyzstan/D4940KA.png,D4940KA,KG,standard
plates/Kyrgyzstan/Z3729OE.png,Z3729OE,KG,standard
plates/Kyrgyzstan/O3154EE.png,O3154EE,KG,standard
plates/Kyrgyzstan/I4110YO.png,I4110YO,KG,standard
plates/Kyrgyzstan/C2260BB.png,C2260BB,KG,standard
plates/Kyrgyzstan/S4932MC.png,S4932MC,KG,standard
plates/Kyrgyzstan/C2468HX.png,C2468HX,KG,standard
plates/Kyrgyzstan/O8334OT.png,O8334OT,KG,standard
plates/Kyrgyzstan/C4743CK.png,C4743CK,KG,standard
plates/Kyrgyzstan/E2695BP.png,E2695BP,KG,standard
plates/Kyrgyzstan/S9806BX.png,S9806BX,KG,standard
plates/Kyrgyzstan/D3592EP.png,D3592EP,KG,standard
plates/Kyrgyzstan/B4265EM.png,B4265EM,KG,standard
plates/Kyrgyzstan/Z1017XM.png,Z1017XM,KG,standard
plates/Kazakhstan/81614PRH.png,81614PRH,KZ,square
plates/Kazakhstan/55404ZUE.png,55404ZUE,KZ,square
plates/Kazakhstan/31516MMR.png,31516MMR,KZ,square
plates/Kazakhstan/78718UDP.png,78718UDP,KZ,square
plates/Kazakhstan/32317BCG.png,32317BCG,KZ,square
plates/Kazakhstan/44317MXD.png,44317MXD,KZ,square
plates/Kazakhstan/25807NCA.png,25807NCA,KZ,square
plates/Kazakhstan/63202JPV.png,63202JPV,KZ,square
plates/Kazakhstan/90008RGF.png,90008RGF,KZ,square
plates/Kazakhstan/19612CJB.png,19612CJB,KZ,square
plates/Kazakhstan/30217UXL.png,30217UXL,KZ,square
plates/Kazakhstan/32009STV.png,32009STV,KZ,square
plates/Kazakhstan/72806DMN.png,72806DMN,KZ,square
plates/Kazakhstan/74020PJK.png,74020PJK,KZ,square
plates/Kazakhstan/99618YLZ.png,99618YLZ,KZ,square
plates/Kazakhstan/21015JYY.png,21015JYY,KZ,square
plates/Kazakhstan/80613JYK.png,80613JYK,KZ,square
plates/Kazakhstan/87118OTG.png,87118OTG,KZ,square
plates/Kazakhstan/82201AUL.png,82201AUL,KZ,square
plates/Kazakhstan/45310OYS.png,45310OYS,KZ,square
plates/Kazakhstan/64412IRT.png,64412IRT,KZ,square
plates/Kazakhstan/41012LKI.png,41012LKI,KZ,square
plates/Kazakhstan/98315HIT.png,98315HIT,KZ,square
plates/Kazakhstan/97713RIE.png,97713RIE,KZ,square
plates/Kazakhstan/276BBK03.png,276BBK03,KZ,standard
plates/Kazakhstan/931EEX06.png,931EEX06,KZ,standard
plates/Kazakhstan/874PHC03.png,874PHC03,KZ,standard
plates/Kazakhstan/192PGO15.png,192PGO15,KZ,standard
plates/Kazakhstan/662CCI15.png,662CCI15,KZ,standard
plates/Kazakhstan/092AMK05.png,092AMK05,KZ,standard
plates/Kazakhstan/631YEP12.png,631YEP12,KZ,standard
plates/Kazakhstan/253HBJ13.png,253HBJ13,KZ,standard
plates/Kazakhstan/107GAK13.png,107GAK13,KZ,standard
plates/Kazakhstan/294ETX06.png,294ETX06,KZ,standard
plates/Kazakhstan/806MKK06.png,806MKK06,KZ,standard
plates/Kazakhstan/268TOI13.png,268TOI13,KZ,standard
plates/Kazakhstan/496PPK13.png,496PPK13,KZ,standard
plates/Kazakhstan/799BHK09.png,799BHK09,KZ,standard
plates/Kazakhstan/724BJX02.png,724BJX02,KZ,standard
plates/Kazakhstan/840IPH08.png,840IPH08,KZ,standard
plates/Kazakhstan/496TKX05.png,496TKX05,KZ,standard
plates/Kazakhstan/191MOK05.png,191MOK05,KZ,standard
plates/Kazakhstan/275GIP09.png,275GIP09,KZ,standard
plates/Kazakhstan/056EAT01.png,056EAT01,KZ,standard
plates/Kazakhstan/438COP06.png,438COP06,KZ,standard
plates/Kazakhstan/633OOB08.png,633OOB08,KZ,standard
plates/Kazakhstan/246ECA07.png,246ECA07,KZ,standard
plates/Kazakhstan/515JGM03.png,515JGM03,KZ,standard
plates/Russia/Y684YM797.png,Y684YM797,RU,square
plates/Russia/B555PX39.jpeg,B555PX39,RU,square
plates/Russia/B997PK47.png,B997PK47,RU,square
plates/Russia/C147EP06.png,C147EP06,RU,square
plates/Russia/O666HC11.png,O666HC11,RU,square
plates/Russia/K811TY93.png,K811TY93,RU,square
plates/Russia/C352YX34.png,C352YX34,RU,square
plates/Russia/B968BE38.png,B968BE38,RU,square
plates/Russia/P616CT78.png,P616CT78,RU,square
plates/Russia/H204MH20.png,H204MH20,RU,square
plates/Russia/H166AC105.png,H166AC105,RU,square
plates/Russia/A940KY164.png,A940KY164,RU,square
plates/Russia/C472EB61.png,C472EB61,RU,square
plates/Russia/M207KC156.png,M207KC156,RU,square
plates/Russia/K892XH123.png,K892XH123,RU,square
plates/Russia/P242KX31.png,P242KX31,RU,square
plates/Russia/K795YO550.png,K795YO550,RU,square
plates/Russia/E609HY31.png,E609HY31,RU,square
plates/Russia/K179MB40.png,K179MB40,RU,square
plates/Russia/O583TM136.png,O583TM136,RU,square
plates/Russia/H117HC80.png,H117HC80,RU,square
plates/Russia/K252BP193.png,K252BP193,RU,square
plates/Russia/C387MM763.png,C387MM763,RU,square
plates/Russia/P951OH133.png,P951OH133,RU,square
plates/Russia/B763XO30.png,B763XO30,RU,standard
plates/Russia/X020AC154.jpg,X020AC154,RU,standard
plates/Russia/T113TT99.jpg,T113TT99,RU,standard
plates/Russia/M483MT190.jpg,M483MT190,RU,standard
plates/Russia/Y936HP43.jpg,Y936HP43,RU,standard
plates/Russia/M099MT72.png,M099MT72,RU,standard
plates/Russia/T670TP198.jpg,T670TP198,RU,standard
plates/Russia/T728EY53.png,T728EY53,RU,standard
plates/Russia/M105CP184.png,M105CP184,RU,standard
plates/Russia/O001HE43.jpg,O001HE43,RU,standard
plates/Russia/P138MH161.jpg,P138MH161,RU,standard
plates/Russia/A847XH106.png,A847XH106,RU,standard
plates/Russia/P921HX54.jpg,P921HX54,RU,standard
plates/Russia/C208YK167.png,C208YK167,RU,standard
plates/Russia/K434HH04.png,K434HH04,RU,standard
plates/Russia/A390XX16.png,A390XX16,RU,standard
plates/Russia/O890YM134.png,O890YM134,RU,standard
plates/Russia/E146KX78.png,E146KX78,RU,standard
plates/Russia/B564PB35.jpg,B564PB35,RU,standard
plates/Russia/E441AC108.png,E441AC108,RU,standard
plates/Russia/A413OC35.jpg,A413OC35,RU,standard
plates/Russia/C754TC199.jpg,C754TC199,RU,standard
plates/Russia/H285OM29.jpg,H285OM29,RU,standard
plates/Russia/K100OX64.png,K100OX64,RU,standard
plates/Ukraine/HE2175AI.png,HE2175AI,UA,square
plates/Ukraine/KP6460BH.png,KP6460BH,UA,square
plates/Ukraine/BX5892HX.png,BX5892HX,UA,square
plates/Ukraine/AA3424TP.png,AA3424TP,UA,square
plates/Ukraine/PA6659IC.png,PA6659IC,UA,square
plates/Ukraine/AB3771CC.png,AB3771CC,UA,square
plates/Ukraine/BK2989CT.png,BK2989CT,UA,square
plates/Ukraine/II9612EA.png,II9612EA,UA,square
plates/Ukraine/BB1133MA.png,BB1133MA,UA,square
plates/Ukraine/HO9187TB.png,HO9187TB,UA,square
plates/Ukraine/IE9535TB.png,IE9535TB,UA,square
plates/Ukraine/HB1415HO.png,HB1415HO,UA,square
plates/Ukraine/AB4260HH.png,AB4260HH,UA,square
plates/Ukraine/AI3912PI.png,AI3912PI,UA,square
plates/Ukraine/HX7550AE.png,HX7550AE,UA,square
plates/Ukraine/HK7544EA.png,HK7544EA,UA,square
plates/Ukraine/IA6467OP.png,IA6467OP,UA,square
plates/Ukraine/HT3580XB.png,HT3580XB,UA,square
plates/Ukraine/HA8422TI.png,HA8422TI,UA,square
plates/Ukraine/IB9790IM.png,IB9790IM,UA,square
plates/Ukraine/KP1160HC.png,KP1160HC,UA,square
plates/Ukraine/AK2331KA.png,AK2331KA,UA,square
plates/Ukraine/AO7777BT.png,AO7777BT,UA,square
plates/Ukraine/CA3086XM.png,CA3086XM,UA,square
plates/Ukraine/XI7551IX.png,XI7551IX,UA,standard
plates/Ukraine/IB6601AI.png,IB6601AI,UA,standard
plates/Ukraine/II4144MM.png,II4144MM,UA,standard
plates/Ukraine/HX5489PP.png,HX5489PP,UA,standard
plates/Ukraine/BT6461KE.png,BT6461KE,UA,standard
plates/Ukraine/KB7302BB.png,KB7302BB,UA,standard
plates/Ukraine/CE4532OH.png,CE4532OH,UA,standard
plates/Ukraine/AE5624CI.png,AE5624CI,UA,standard
plates/Ukraine/HX9761XO.png,HX9761XO,UA,standard
plates/Ukraine/AB1234AK.png,AB1234AK,UA,standard
plates/Ukraine/KE5126PX.png,KE5126PX,UA,standard
plates/Ukraine/HE4454TH.png,HE4454TH,UA,standard
plates/Ukraine/BH7076AC.png,BH7076AC,UA,standard
plates/Ukraine/XI1259AA.png,XI1259AA,UA,standard
plates/Ukraine/AM8570OP.png,AM8570OP,UA,standard
plates/Ukraine/HO8634EA.png,HO8634EA,UA,standard
plates/Ukraine/KI2954EC.png,KI2954EC,UA,standard
plates/Ukraine/KH3436KA.png,KH3436KA,UA,standard
plates/Ukraine/HM9784AB.png,HM9784AB,UA,standard
plates/Ukraine/KE8964KP.png,KE8964KP,UA,standard
plates/Ukraine/AH7375PI.png,AH7375PI,UA,standard
plates/Ukraine/DC8820CO.png,DC8820CO,UA,standard
plates/Ukraine/HM9264OC.png,HM9264OC,UA,standard
plates/Ukraine/AI8513HM.png,AI8513HM,UA,standard
plates/Uzbekistan/O763YY20.png,O763YY20,UZ,square
plates/Uzbekistan/X241UA90.png,X241UA90,UZ,square
plates/Uzbekistan/R658HJ40.png,R658HJ40,UZ,square
plates/Uzbekistan/C710BD50.png,C710BD50,UZ,square
plates/Uzbekistan/A941KI20.png,A941KI20,UZ,square
plates/Uzbekistan/B136TR80.png,B136TR80,UZ,square
plates/Uzbekistan/O719JF85.png,O719JF85,UZ,square
plates/Uzbekistan/S540PJ95.png,S540PJ95,UZ,square
plates/Uzbekistan/K383TS70.png,K383TS70,UZ,square
plates/Uzbekistan/V859RA95.png,V859RA95,UZ,square
plates/Uzbekistan/G319LJ70.png,G319LJ70,UZ,square
plates/Uzbekistan/T663BZ20.png,T663BZ20,UZ,square
plates/Uzbekistan/R180DG75.png,R180DG75,UZ,square
plates/Uzbekistan/X920ZX90.png,X920ZX90,UZ,square
plates/Uzbekistan/G712ZM50.png,G712ZM50,UZ,square
plates/Uzbekistan/A681LC40.png,A681LC40,UZ,square
plates/Uzbekistan/I574AU75.png,I574AU75,UZ,square
plates/Uzbekistan/U676ID70.png,U676ID70,UZ,square
plates/Uzbekistan/S635CE20.png,S635CE20,UZ,square
plates/Uzbekistan/Y336OB30.png,Y336OB30,UZ,square
plates/Uzbekistan/G152PJ85.png,G152PJ85,UZ,square
plates/Uzbekistan/Y339RX60.png,Y339RX60,UZ,square
plates/Uzbekistan/X382PG80.png,X382PG80,UZ,square
plates/Uzbekistan/I209JU10.png,I209JU10,UZ,square
plates/Uzbekistan/20D980EU.png,20D980EU,UZ,standard
plates/Uzbekistan/60S813AS.png,60S813AS,UZ,standard
plates/Uzbekistan/95A639PU.png,95A639PU,UZ,standard
plates/Uzbekistan/60Z393PS.png,60Z393PS,UZ,standard
plates/Uzbekistan/95Z631GS.png,95Z631GS,UZ,standard
plates/Uzbekistan/90T556JR.png,90T556JR,UZ,standard
plates/Uzbekistan/25A959YH.png,25A959YH,UZ,standard
plates/Uzbekistan/25P116BL.png,25P116BL,UZ,standard
plates/Uzbekistan/85N237OJ.png,85N237OJ,UZ,standard
plates/Uzbekistan/20S204DB.png,20S204DB,UZ,standard
plates/Uzbekistan/60X943PB.png,60X943PB,UZ,standard
plates/Uzbekistan/70N876VF.png,70N876VF,UZ,standard
plates/Uzbekistan/01M742MN.png,01M742MN,UZ,standard
plates/Uzbekistan/80Z305OX.png,80Z305OX,UZ,standard
plates/Uzbekistan/95C187JG.png,95C187JG,UZ,standard
plates/Uzbekistan/30T767PP.png,30T767PP,UZ,standard
plates/Uzbekistan/95T657TP.png,95T657TP,UZ,standard
plates/Uzbekistan/25R328VE.png,25R328VE,UZ,standard
plates/Uzbekistan/40Q750PL.png,40Q750PL,UZ,standard
plates/Uzbekistan/50Z677NP.png,50Z677NP,UZ,standard
plates/Uzbekistan/09A123BC.png,09A123BC,UZ,standard
plates/Uzbekistan/40R289JV.png,40R289JV,UZ,standard
plates/Uzbekistan/90Q215XB.png,90Q215XB,UZ,standard
plates/Uzbekistan/30E390IR.png,30E390IR,UZ,standard
